PubMed_IDs_TP,PubMed_IDs_FP,PubMed_IDs_R
"34946037, 34946037","38254566, 38169126, 38068732, 38061552, 37999323, 37979711, 37878066, 37870862, 37861536, 37854239, 37754544, 37674975, 37661068, 37598925, 37582724, 37470119, 37457684, 37455136, 37337008, 37254688, 38254588, 38245349, 38244075, 38242419, 38240375, 38238814, 38237031, 38236896, 38236100, 38235736, 38235595, 38225111, 38217470, 38214657, 38213792, 38213140, 38203833, 38200352, 38197259, 38196273","38259293, 38255890, 38255689, 38211636, 38203211, 38203207, 38199516, 38157685, 38155880, 38145852, 38139446, 38137351, 38137038, 38131241, 38092990, 38076865, 38073530, 38069198, 38068763, 38065935, 33315794"
"38261068, 38259105, 38257996, 38257188, 38257139, 38256037, 38254911, 38254888, 38254195, 38254005, 38252939, 38252164, 38251877, 38249477, 38249475, 38249465, 38249463, 38249446, 38249346, 38248481, 37360114, 37076812, 36790695, 36744896, 37938227, 28119120, 27980100, 27966037, 26373611, 25880246","38235435, 37608803, 36939007, 36790695, 36744896, 36073806, 35524113, 35414589, 35151353, 34825778, 34453168, 34133198, 33813118, 33767340, 33109753, 32777809, 32694128, 31681429, 31465960, 31348818, 38038441, 37996810, 37968965, 37824740, 37615198, 37102867, 36900081, 36721781, 36541780, 36475896, 36292670, 36258257, 35713513, 35130833, 34319802, 34292157, 34113324, 33790876, 32974545, 31738775","38168315, 36879227, 36303759, 35915508, 35382875, 37938227, 34079525, 32917275, 32702114, 31502536, 31484741, 30333179, 29145425, 27255738, 26056565, 24451229, 23028285, 38255374, 38253592, 38253366, 38250086, 38242881, 38242742, 38234799, 38233102, 38224398, 38224070, 38223789, 38223472, 38223214, 38222327, 38216225, 38214966, 38214651, 38214609, 38213813, 38213277"
"34668583, 38245530, 38242867, 38117899, 38117802, 38114497, 38112398, 38111016, 38077331, 38074985, 38068925, 38064524, 38064511, 38061355, 38055613, 38039378, 38022644, 38017015, 37988468, 37982696, 37978415","38258026, 38221551, 38205888, 38134227, 38125621, 38077311, 38060409, 38049464, 38048430, 38002130, 38001891, 38001623, 37987213, 37984216, 37906560, 37902841, 37888853, 37882232, 37875111, 37863876","38159177, 38140602, 37991197, 37704417, 37625844, 37607867, 37559405, 37146710, 36761777, 36603698, 36527595, 36521801, 36479846, 36173663, 36147669, 36094731, 36036788, 35967391, 35940633, 35921415, 38260423, 38260361, 38260290, 38260043, 38259466, 38259388, 38259082, 38258348, 38256960, 38256080, 38256070, 38255998, 38255982, 38255960, 38255314, 38255297, 38255203, 38254883, 38254747, 38254664"
"38175383, 38114291, 38041397, 37972932, 37886914, 37740071, 37676090, 37583589, 37583001, 37552455, 37349623, 37337182, 37306115, 37252460, 36867734, 36855066, 36819801, 36778374, 36660070, 36602895, 37158258, 36802727, 36648863, 36313707, 36188672, 36018754, 33930428, 33853662, 33790358, 33628843, 33396408, 33374459, 32749190, 32471474, 31448663, 31225875, 30498128, 30360743, 30178243, 30155989","38259478, 38255946, 38254219, 38248808, 38248446, 38247798, 38241700, 38235705, 38232736, 38231064, 38226561, 38225592, 38224275, 38219497, 38216551, 38212708, 38203325, 38190940, 38188020, 38187051","37879443, 36187924, 33858496, 33256852, 33233812, 33143725, 31390840, 29168653, 28403629, 27753040, 25778469, 25636897, 25280443, 24356563, 22038115, 21278247, 20477525, 17101318, 12881718"
"38256252, 38245564, 38245554, 38227962, 38227097, 38214657, 38194971, 38192436, 38190716, 38189541, 38184566, 38182885, 38180447, 38177086, 38172689, 38168770, 38164977, 38156313, 38151490, 38134100, 38260869, 38259378, 38257139, 38255955, 38255878, 38255265, 38254507, 38253027, 38248846, 38247810, 38247134, 38246355, 38245675, 38243562, 38239028, 38236100, 38233485, 38229879, 38229003, 38227539","38260901, 38260539, 38260103, 38259358, 38259106, 38259066, 38258020, 38257897, 38257864, 38257851, 38257189, 38257151, 38257133, 38256945, 38256661, 38255939, 38255689, 38255513, 38255274, 38254686","38260892, 38259358, 38259106, 38257864, 38257851, 38257189, 38256945, 38256252, 38255781, 38255381, 38254702, 38250318, 38249475, 38249471, 38249346, 38248848, 38248817, 38247399, 38243343, 38243314"
"38250717, 38242402, 38219582, 38214802, 38184514, 38181529, 38171057, 38170149, 38167344, 38164749, 38156770, 38137870, 38136271, 38135203, 38134862, 38131223, 38101222, 38100033, 38072293, 38070244, 38234968, 37935566, 37451424, 37154878, 37055935, 36672126, 35685361, 35661061, 35032045, 34946543, 34638579, 34582963, 34305609, 34166773, 33631669, 33557398, 33447049, 33138314, 32719312, 32581782","38261247, 38260951, 38260713, 38260583, 38260508, 38260413, 38259515, 38259281, 38259082, 38258917, 38258788, 38258596, 38258594, 38258120, 38258090, 38257841, 38257774, 38257396, 38257347, 38257332","38187068, 38163563, 38110432, 38081681, 37996424, 37973854, 37970337, 37811884, 37718526, 37679334, 37632589, 37610843, 37594275, 37594113, 37558683, 37527738, 37490949, 37488850, 37484327, 37480978"
"38203665, 37838725, 37564215, 37523628, 37259828, 36200871, 35372986, 35218894, 35050181, 34899840, 34716241, 34478715, 33949105, 35368784, 32086281, 31911181, 31816397, 31727638, 31694039, 30671914, 37729939, 37088526, 37088524, 36965751, 36876046, 36804411, 36743216, 36472656, 20301424, 36111046, 36106024, 35909011, 35365815, 35350649, 35243865, 35208476, 35196511, 35059607, 34988697, 34831200","38260993, 38260695, 38260602, 38260171, 38257918, 38257160, 38256617, 38256185, 38256181, 38256069, 38255934, 38254542, 38254507, 38252513, 38250034, 38249477, 38248845, 38248829, 38247846, 38247527","38010252, 37935200, 37804179, 37729939, 37538309, 37299584, 37088524, 36946001, 36451711, 36423335, 36364911, 36176661, 20301424, 35719821, 35664270, 35664267, 35068755, 34988697, 34755831, 34461351"
"37131968, 35169130, 30837612, 38233948, 38220020, 38178369, 38159123, 38036110, 38014162, 37904586, 37894111, 37867202, 37806386, 37747149, 37731926, 37691844, 37689914, 37680975, 37673134, 37665209, 37525333, 37476672, 37443756","38260645, 38260510, 38258084, 38257923, 38257834, 38257809, 38257793, 38257758, 38257721, 38255005, 38252132, 38252058, 38251745, 38246173, 38245560, 38244227, 38240578, 38239028, 38238612, 38237058, 38106807, 38029089, 38022505, 38001408, 37949638, 37916638, 37843219, 37762624, 37608325, 37448101, 37410351, 37195657, 37096652, 37063855, 37052201, 36983516, 36890066, 36788014, 36772850, 36769020, 38261251, 38260997, 38260993, 38260940, 38260688, 38260624, 38260602, 38260537, 38260511, 38260413, 38260337, 38260335, 38260085, 38260083, 38260063, 38259965, 38259771, 38259565, 38259353, 38259266","38261085, 38261035, 38260681, 38260642, 38260554, 38259617, 38259491, 38259477, 38259437, 38259090, 38259081, 38258781, 38258383, 38257934, 38257930, 38257923, 38257880, 38257319, 38257296, 38256787, 37279755, 36003270, 35484157, 34407825, 31136644, 30014616"
"35687753, 31286804, 28723569, 26608647, 24718315, 22161761, 16585214, 15383557","38194829, 38172906, 38154268, 38140671, 38115028, 38075893, 38029169, 37965263, 37948152, 37933481, 37889704, 37865382, 37833670, 37831331, 37740881, 37712503, 37634750, 37630531, 37542273, 37505682, 38260508, 38259969, 38257841, 38257774, 38254840, 38252514, 38252348, 38251644, 38251576, 38251202, 38249892, 38249297, 38247813, 38245530, 38244648, 38243250, 38242833, 38242263, 38240856, 38239354","38234968, 37935566, 37451424, 37154878, 37055935, 36672126, 35685361, 35661061, 35032045, 34946543, 34638579, 34582963, 34305609, 34166773, 33631669, 33557398, 33447049, 33138314, 32719312, 32581782"
"37980564, 37035991, 35140783, 34063332, 33762315, 33282173, 30867232, 30521380","38259075, 38228587, 38188585, 38164400, 38113745, 38108377, 38101529, 38096729, 38076927, 38063415, 38051071, 38007896, 37965694, 37960282, 37941937, 37791411, 37779687, 37778491, 37741393, 37736746","38260493, 38259967, 38259106, 38255299, 38245349, 38242419, 38236384, 38235493, 38233503, 38231867, 38227652, 38227487, 38218477, 38216112, 38203833, 38181526, 38176639, 38175853, 38175650, 38170169, 38260330, 38172620, 38148496, 38091992, 37645712, 37475473, 37402745, 37124094, 37097211, 37077241, 36840551, 36778328, 36728960, 36572917, 36444049, 36439854, 36244477, 36224642, 36183774, 36121168"
"38257863, 38243343, 38243335, 38239846, 38238372, 38230258, 38225565, 38192296, 38191575, 38191439, 38183473, 38180309, 38179452, 38163075, 38144944, 38117560, 38115019, 38079576, 38075911, 38075858, 37019075, 36868921, 34034069, 33785070","38259963, 38259358, 38259106, 38257958, 38257133, 38256232, 38255274, 38255253, 38254227, 38253929, 38253125, 38252188, 38252058, 38249480, 38248842, 38247937, 38247612, 38246956, 38244232, 38243954, 38260892, 38259673, 38246133, 38244232, 38243343, 38243335, 38242997, 38233815, 38233085, 38205047, 38173160, 38157274, 38157124, 38156010, 38147943, 38145055, 38129922, 38129049, 38114587, 38104504","37807043, 35782128, 35048071, 34748542, 32917759, 32802279, 32099013, 30624596, 30202918, 30128187, 23861384"
"38258342, 38167866, 38062922, 37963637, 37478857, 37344101, 37248103, 37221577, 37196768, 37148546, 37068869, 37001380, 36913096, 36834576, 36765849, 36738509, 36613653, 36505324, 36466837, 36286592","38260380, 38256159, 38255898, 38254695, 38253272, 38247539, 38247537, 38247469, 38246300, 38244663, 38244516, 38244399, 38244223, 38242263, 38242180, 38242037, 38241836, 38240458, 38240228, 38238728, 38259473, 38258637, 38250160, 38247491, 38246557, 38245002, 38243568, 38238383, 38233749, 38227477, 38226684, 38223990, 38213532, 38203264, 38201293, 38198571, 38196647, 38196325, 38194754, 38191763","38257161, 38243560, 38243314, 38229321, 38229144, 38226896, 38224573, 38218942, 38218283, 38212353, 38203510, 38202672, 38201190, 38196050, 38189047, 38187273, 38184182, 38180617, 38179001, 38173486"
"38211629, 38179168, 38123635, 38031010, 38004715, 37905455, 37868100, 37789055, 37671879, 37482605, 37456520, 37322103, 37277934, 37185870, 37010962, 37010961, 36994247, 36938439, 36910185, 36568836, 38245675, 38241045, 38233287, 38229497, 38223271, 38205031, 38192380, 38188635, 38186717, 38173170, 38162295, 38156138, 38127919, 38108805, 38058850, 38048806, 38039804, 38004673, 32491420, 37925277","38260076, 38258553, 38258376, 38254227, 38247004, 38245844, 38244314, 38241045, 38240689, 38234954, 38233287, 38233085, 38231056, 38230049, 38229497, 38229398, 38228216, 38225571, 38223271, 38214911","38247004, 38245675, 38229497, 38177971, 38163063, 38146569, 38075872, 38052042, 38048806, 38019696, 38006054, 37951290, 37951020, 37944278, 37935785, 37931292, 37927361, 37904830, 37893576, 37875044"
"38242937, 38165941, 38103486, 38101586, 38099344, 38099006, 38084677, 38069322, 38064814, 38063193, 38049011, 38040752, 38031891, 38003715, 38003376, 37993937, 37946472, 37913736, 37902841, 37895023, 38260501, 38260362, 38259460, 38259450, 38255240, 38243093, 38234838, 38234732, 38231436, 38231432, 38231099, 38225658, 38225555, 38222726, 38222551, 38215192, 38213874, 38203591, 38203231, 38191142","38261253, 38260362, 38255240, 38252904, 38251576, 38241393, 38240686, 38233074, 38231432, 38231412, 38226155, 38225555, 38224227, 38206570, 38201878, 38193077, 38192993, 38188600, 38182721, 38177255","38240255, 38196658, 38103783, 38097893, 37966818, 37961596, 37945755, 37897659, 37853187, 37824081, 37820580, 37790573, 37788671, 37781572, 37689061, 37679637, 37676766, 37662930, 37640732, 37610265, 38260264, 38250069, 38249467, 38241393, 38207021, 38191142, 38173716, 38172683, 38169968, 38168231, 38167945, 38157140, 38156384, 38147125, 38130396, 38128533, 38091405, 38072196, 38072139, 38066398"
"38206624, 38193233, 38049505, 38014105, 37943208, 37918651, 37705677, 37642435, 37600621, 37545316, 37498787, 37468955, 37150300, 36826022, 36705797, 36701195, 36624467, 36574585, 36286530, 36178236, 38206624, 38193233, 38099990, 38049505, 38014105, 37943208, 37936368, 37918651, 37866525, 37705677, 37705676, 37692547, 37642435, 37600621, 37545316, 37540410, 37508860, 37498792, 37498787, 37468955","38258052, 38247218, 38235556, 38201301, 38201297, 38197634, 38186620, 38186138, 38186079, 38184075, 38176167, 38171838, 38171837, 38141832, 38132327, 38077381, 38064133, 38060717, 38059783, 38055674, 38206624, 38193233, 38099990, 38049505, 38014105, 37943208, 37918651, 37866525, 37705677, 37642435, 37600621, 37545316, 37498792, 37498787, 37468955, 37150300, 37080457, 37006203, 36914518, 36873370, 37866525, 37600621, 37468955, 36809004, 35651471, 35459547, 35386980, 35017216, 34926322, 34725841, 33576494, 33547931, 33497603, 32796496, 32732833, 32681650, 32578253, 32542789, 31837192, 31591751, 38206624, 38193233, 38099990, 38049505, 38014105, 37943208, 37918651, 37866525, 37705677, 37642435, 37600621, 37545316, 37498792, 37498787, 37468955, 37150300, 37080457, 37006203, 36914518, 36873370, 37600621, 37468955, 35651471, 35459547, 35386980, 35017216, 34926322, 32796496, 32542789, 32057766, 31568928, 31102539, 30337628, 28670695, 26306769, 26055721, 24909955, 22815061, 22702471, 22543951","34521877, 33708219, 33417947, 31718865, 30189243, 28988729, 28516208, 28506851, 28443380, 27775867, 27225312, 26490482, 26410782, 24210353, 24210352, 24055551, 23297192, 21848517, 19671378, 19552682, 38186194, 38183642, 38178177, 38146799, 38136967, 38092402, 38077382, 38027265, 38016183, 38010885, 38002908, 38002141, 37999519, 37975475, 37965096, 37952774, 37928538, 37926306, 37916337, 37908934"
"37610435, 37288401, 36871186, 36714637, 36237944, 36163637, 35956316, 35659103, 35323698, 33377375, 33370028, 33362169, 33207993, 32376096, 32107059, 31138520, 31033040, 30773392, 30221149, 29217722, 38245543, 38140307, 38024023, 37956768, 37755286, 37667580, 37610821, 37497193, 37463684, 37338669, 37304119, 37259751, 37049518, 36980060, 36966753, 36959633, 36915866, 36655115, 36634696, 36579768","38028005, 37960219, 37947011, 37922515, 37897987, 37751225, 37536774, 37446647, 36777858, 36633516, 36509643, 36432451, 36397118, 36337003, 35656377, 35627704, 35481706, 35458207, 35371037, 35357106, 38261122, 38260993, 38260955, 38260063, 38259814, 38259353, 38257123, 38255427, 38255425, 38255411, 38255372, 38255359, 38255320, 38255269, 38255113, 38254797, 38254539, 38253221, 38253208, 38253051","38140307, 36983640, 36182776, 34542150, 33908740, 33207993, 33141758, 32873760, 32376096, 32092217, 31530116, 31323357, 31181286, 30372552, 30200405, 30149380, 29880866, 29760546, 29728642, 29718224, 37705420, 36788671, 36725090, 36500995, 36434414, 35956316, 34206152, 33450982, 33370028, 32351501, 31642067, 31032975, 26635320, 26247961, 25887458, 25051714, 23636012"
"37795380, 36395662, 36276823, 35953801, 34915473, 33889732, 33240188, 33124506, 31866129, 31731452, 31564241, 26079661","38156191, 37781371, 37682183, 37509568, 37293381, 37226775, 36958193, 36929886, 36158527, 35915676, 35836272, 35414749, 34985325, 34452507, 34397929, 34336721, 34329116, 34206262, 34200779, 33981035","38056856, 38050216, 38031010, 37875813, 37673353, 37310423, 36814280, 36647940, 36112976, 35983167, 34465900, 34315239, 34249452, 34163106, 34078320, 34009033, 33967552, 33952552, 33910614, 33827161, 38249987, 38249955, 38228613, 38214864, 38212781, 38178058, 38109100, 38107651, 38074444, 38061914, 38060164, 38059712, 38040644, 38035749, 38032024, 38028633, 38020848, 38020079, 38008525, 38007047"
"36171625, 33756190, 31998276, 31396223, 31006637, 37279755, 36171625, 32615090, 31998276, 31396223, 28066726, 27869789","25602755, 10672500, 1380508, 38235736, 38184271, 38153260, 38124090, 38096285, 38068720, 38064556, 38059748, 38047281, 38014241, 38010368, 37945565, 37929036, 37924959, 37847672, 37819130, 37817939, 37816852, 37772676, 37733741","38236930, 38218870, 38189743, 38185331, 38184074, 38172662, 38172637, 38162021, 38152404, 38124090, 38123577, 38113758, 38111515, 38102166, 38093012, 38065985, 38040697, 38038432, 38016480, 38007005, 31998276"
"36144354, 33300786, 33260635, 29358499, 29061664, 36468870, 36343876, 36197793, 35449049, 33721833, 33260635, 32961297, 32880889, 32827707, 32822096, 32801175, 32038601, 31649923, 31504493, 31350417, 31063790, 30901908, 30003296, 29663332, 29571737","37655912, 33260635, 29358499, 29061664, 27931747, 26497384, 25043943, 24386394, 23682166, 21423275, 20981284, 19162196, 17320232, 12867454, 1848300, 33260635","37916013, 37839510, 37547246, 37118283, 37006285, 36676937, 35844557, 35563761, 35349942, 35003328, 34713485, 34311221, 33831734, 32661593, 31689561, 31539852, 31391093, 30854931, 30245726, 30032785"
"38260564, 38259081, 38232140, 38230927, 38229003, 38218095, 38217470, 38216734, 38185942, 38183361, 38179905, 38172680, 38138101, 38123984, 38103544, 38102837, 38078655, 38068838, 38053995, 38033643, 38229003, 38123984, 38102837, 38053995, 37992406, 37977323, 37607054, 37550091, 37258957, 37217495, 37178793, 37102874, 37070751, 36881331, 36838345, 36813781, 36798310, 36711447, 36677306, 36656595","38260564, 38259081, 38216734, 38183361, 38179905, 38053995, 38033043, 37977323, 37965267, 37961321, 37954611, 37894788, 37889753, 37848491, 37750230, 37726678, 37696912, 37572540, 37512944, 37483626","36747766, 36162004, 34883389, 33550886, 30228258, 29414937, 26779178, 23951007, 20413095, 38078655, 38053995, 37992406, 37985659, 37971273, 37770990, 37739064, 37734419, 37710309, 37630490, 37427832, 37375022, 37283756, 37010413, 36927391, 36830905, 36816618, 36798310, 36747766, 36656595"
